Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
FLstArmLink,0.00825000000000001,-0.0271079361760165,0.000231157956261309,0,0,0,0.00390389558935974,1.12495084275856E-06,1.75362289861242E-21,-4.07948265128109E-23,4.23480892796739E-08,9.22634255113664E-09,1.12424430643205E-06,0,0,0,0,0,0,package://lizard_description/meshes/FLstArmLink.STL,0.917647058823529,0.917647058823529,0.917647058823529,1,0,0,0,0,0,0,package://lizard_description/meshes/FLstArmLink.STL,,lizard_description.iam-1/arm.ipt-3,Origin_FLstArmJnt,FL2,FLstArmJnt,continuous,0.00485,0.0224,-0.0061,3.1416,0,1.5708,FLndServoLink,-1,0,0,,,,,,,,,,,,0
FLrdServoLink,0.00399982242724478,0.00438668425194329,-0.0125769885522945,0,0,0,0.00746769206909512,3.95348133617446E-07,7.88921034835249E-12,3.63101112382171E-12,1.43700201560523E-07,1.03279459294475E-08,4.30213632719249E-07,0,0,0,0,0,0,package://lizard_description/meshes/FLrdServoLink.STL,1,0.949019607843137,0.909803921568627,1,0,0,0,0,0,0,package://lizard_description/meshes/FLrdServoLink.STL,,lizard_description.iam-1/SG90 - Micro Servo 9g - Tower Pro.1.ipt-9,Origin_FLrdServoJnt,,FLrdServoJnt,fixed,0.01225,-0.056032,-0.0035223,1.5793,0,-3.1416,FLstArmLink,0,0,0,,,,,,,,,,,,0
FLndArmLink,-0.0271089217366485,0.00825000000000112,-2.4980018054066E-16,0,0,0,0.00390389558935974,4.226941333496E-08,2.64299973841119E-20,-4.31025722625483E-22,1.12495084275856E-06,1.05879118406788E-22,1.12432298237677E-06,0,0,0,0,0,0,package://lizard_description/meshes/FLndArmLink.STL,0.917647058823529,0.917647058823529,0.917647058823529,1,0,0,0,0,0,0,package://lizard_description/meshes/FLndArmLink.STL,,lizard_description.iam-1/arm.ipt-7,Origin_FLndArmJnt,FL3,FLndArmJnt,continuous,0.004,0.00915,-0.0225,-1.5708,0,-1.5708,FLrdServoLink,0,-1,0,,,,,,,,,,,,0
RRstServoLink,0.0100133157575187,0.00982301146658547,0.00610017756400114,0,0,0,0.00746769202033973,1.43700202226749E-07,-1.032794724163E-08,7.88956138521972E-12,4.302136305912E-07,-3.63106326494752E-12,3.95348133601827E-07,0,0,0,0,0,0,package://lizard_description/meshes/RRstServoLink.STL,1,0.949019607843137,0.909803921568627,1,0,0,0,0,0,0,package://lizard_description/meshes/RRstServoLink.STL,,lizard_description.iam-1/SG90 - Micro Servo 9g - Tower Pro.1.ipt-4,Origin_RRstServoJnt,,RRstServoJnt,fixed,0.07,0.1,0.015,0,0,3.1416,belly,0,0,0,,,,,,,,,,,,0
RRplateLink,0.00676495121694468,-0.00716406818044035,0.000905124877732241,0,0,0,0.0019371681469282,1.2989484089839E-07,2.96495662438881E-10,5.59300435513508E-11,7.05777925877868E-08,-3.98396101087842E-10,6.74353655426951E-08,0,0,0,0,0,0,package://lizard_description/meshes/RRplateLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://lizard_description/meshes/RRplateLink.STL,,lizard_description.iam-1/holder.ipt-4,Origin_RRplateJnt,RR1,RRplateJnt,continuous,0.00525,-0.0001,0.0061,0,0,-1.5827,RRstServoLink,0.99993,0.011904,0,,,,,,,,,,,,0
RRndServoLink,0.00961331577515898,0.0168769874997621,-0.00610017780272777,0,0,0,0.00746769227571282,1.43700188921078E-07,1.03279061512865E-08,-7.87953197551153E-12,4.30213665771772E-07,-3.63036938017759E-12,3.95348120655683E-07,0,0,0,0,0,0,package://lizard_description/meshes/RRndServoLink.STL,1,0.949019607843137,0.909803921568627,1,0,0,0,0,0,0,package://lizard_description/meshes/RRndServoLink.STL,,lizard_description.iam-1/SG90 - Micro Servo 9g - Tower Pro.1.ipt-8,Origin_RRndServoJnt,,RRndServoJnt,fixed,0.009212,-0.0051538,0.01491,-1.5708,0.9097,1.5827,RRplateLink,0,0,0,,,,,,,,,,,,0
RRstArmLink,0.00400000000000043,-0.0251126471271529,0.0102102199775915,0,0,0,0.00390389558935974,1.12495084275856E-06,5.67776772456398E-21,-2.43940051586295E-21,1.95764497849003E-07,3.77530347202475E-07,9.70827897862725E-07,0,0,0,0,0,0,package://lizard_description/meshes/RRstArmLink.STL,0.917647058823529,0.917647058823529,0.917647058823529,1,0,0,0,0,0,0,package://lizard_description/meshes/RRstArmLink.STL,,lizard_description.iam-1/arm.ipt-2,Origin_RRstArmJnt,RR2,RRstArmJnt,continuous,0.00485,0.03105,-0.0061,-3.1416,0,1.5708,RRndServoLink,-1,0,0,,,,,,,,,,,,0
RRrdServoLink,0.00400017767200779,0.00438668430807108,0.0125769879095588,0,0,0,0.0074676923684259,3.95348124795591E-07,-7.87921990216771E-12,3.63166363896135E-12,1.43700193125393E-07,-1.03279163798291E-08,4.30213663659106E-07,0,0,0,0,0,0,package://lizard_description/meshes/RRrdServoLink.STL,1,0.949019607843137,0.909803921568627,1,0,0,0,0,0,0,package://lizard_description/meshes/RRrdServoLink.STL,,lizard_description.iam-1/SG90 - Micro Servo 9g - Tower Pro.1.ipt-11,Origin_RRrdServoJnt,,RRrdServoJnt,fixed,0.008,-0.05037,0.024797,-1.1846,0,-3.1416,RRstArmLink,0,0,0,,,,,,,,,,,,0
RRndArmLink,-0.0270688973483293,0.00409999999999987,-0.00147256037884266,0,0,0,0.00390389558935974,4.54622043777925E-08,1.02901268201597E-21,-5.86905190678917E-08,1.12495084275856E-06,5.29395592033938E-23,1.12113019133394E-06,0,0,0,0,0,0,package://lizard_description/meshes/RRndArmLink.STL,0.917647058823529,0.917647058823529,0.917647058823529,1,0,0,0,0,0,0,package://lizard_description/meshes/RRndArmLink.STL,,lizard_description.iam-1/arm.ipt-5,Origin_RRndArmJnt,RR3,RRndArmJnt,continuous,0.004,0.00915,0.02665,1.5708,0,-1.5708,RRrdServoLink,0,1,0,,,,,,,,,,,,0
RLstServoLink,0.00982301121173274,0.0100133156629377,0.00609982231678958,0,0,0,0.00746769221751027,4.30213637166019E-07,-1.03279487755208E-08,3.62888648014338E-12,1.43700207633304E-07,-7.89258396696791E-12,3.9534813702742E-07,0,0,0,0,0,0,package://lizard_description/meshes/RLstServoLink.STL,1,0.949019607843137,0.909803921568627,1,0,0,0,0,0,0,package://lizard_description/meshes/RLstServoLink.STL,,lizard_description.iam-1/SG90 - Micro Servo 9g - Tower Pro.1.ipt-3,Origin_RLstServoJnt,,RLstServoJnt,fixed,-0.01,0.1,0.015,0,0,-1.5708,belly,0,0,0,,,,,,,,,,,,0
RLplateLink,0.00657919140904437,-0.00649888246337607,0.00332575070540744,0,0,0,0.00193716814692821,1.2989349389867E-07,-3.67503145262686E-10,1.88066771707992E-10,6.99558711867067E-08,-1.31536283342677E-09,6.80586339434949E-08,0,0,0,0,0,0,package://lizard_description/meshes/RLplateLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://lizard_description/meshes/RLplateLink.STL,,lizard_description.iam-1/holder.ipt-1,Origin_RLplateJnt,RL1,RLplateJnt,continuous,-0.0002,0.00525,0.0061,3.1416,0,3.1416,RLstServoLink,1,0,0,,,,,,,,,,,,0
RLndServoLink,0.00961331561995876,0.0168769886979349,0.0060998222122414,0,0,0,0.00746769306317626,1.4370019370957E-07,1.03279196726826E-08,-7.8829404499583E-12,4.3021367236017E-07,-3.62992452713935E-12,3.95348136263488E-07,0,0,0,0,0,0,package://lizard_description/meshes/RLndServoLink.STL,1,0.949019607843137,0.909803921568627,1,0,0,0,0,0,0,package://lizard_description/meshes/RLndServoLink.STL,,lizard_description.iam-1/SG90 - Micro Servo 9g - Tower Pro.1.ipt-7,Origin_RLndServoJnt,,RLndServoJnt,fixed,0.00905,-0.012737,-0.0093682,1.5708,-0.3124,1.5708,RLplateLink,0,0,0,,,,,,,,,,,,0
RLstArmLink,-0.0271020769007601,0.00825000000000382,0.000609151367917019,0,0,0,0.00390389558935974,4.28157680833787E-08,9.67644152370657E-20,2.4308159164746E-08,1.12495084275856E-06,-2.18697802045689E-21,1.12377662762835E-06,0,0,0,0,0,0,package://lizard_description/meshes/RLstArmLink.STL,0.917647058823529,0.917647058823529,0.917647058823529,1,0,0,0,0,0,0,package://lizard_description/meshes/RLstArmLink.STL,,lizard_description.iam-1/arm.ipt-4,Origin_RLstArmJnt,RL2,RLstArmJnt,continuous,0.00485,0.0268,0.0061,0,0,0,RLndServoLink,0,1,0,,,,,,,,,,,,0
RLrdServoLink,0.00400017757136072,0.0043866842397865,0.0125769884653833,0,0,0,0.00746769201080103,3.95348132311498E-07,-7.88895635999624E-12,3.63105731877519E-12,1.43700201041078E-07,-1.03279453992789E-08,4.30213632080653E-07,0,0,0,0,0,0,package://lizard_description/meshes/RLrdServoLink.STL,1,0.949019607843137,0.909803921568627,1,0,0,0,0,0,0,package://lizard_description/meshes/RLrdServoLink.STL,,lizard_description.iam-1/SG90 - Micro Servo 9g - Tower Pro.1.ipt-10,Origin_RLrdServoJnt,,RLrdServoJnt,fixed,-0.055896,0.00425,0.0052573,-1.5483,0,1.5708,RLstArmLink,0,0,0,,,,,,,,,,,,0
RLndArmLink,-0.025570986208634,0.00824999999999998,0.00900101672265811,0,0,0,0.00390389558935973,1.61560339778859E-07,-2.06861327587261E-20,3.38893563794123E-07,1.12495084275855E-06,7.17331027205986E-21,1.00503205593287E-06,0,0,0,0,0,0,package://lizard_description/meshes/RLndArmLink.STL,0.917647058823529,0.917647058823529,0.917647058823529,1,0,0,0,0,0,0,package://lizard_description/meshes/RLndArmLink.STL,,lizard_description.iam-1/arm.ipt-8,Origin_RLndArmJnt,RL3,RLndArmJnt,continuous,0.004,0.00915,0.0225,1.5708,0,-1.5708,RLrdServoLink,0,1,0,,,,,,,,,,,,0
